entry,key,ground_truth,predicted,match
99,sub_total.discount_price,0.0,0.0,True
99,sub_total.etc[1],0.0,,False
99,menu[0].price,68180.0,68180.0,True
99,menu[0].nm,fl-xmas30off,fl-xmas30off,True
99,total.changeprice,0.0,0.0,True
99,total.total_price,75000.0,75000.0,True
99,menu[0].cnt,1.0,,False
99,sub_total.subtotal_price,68180.0,68180.0,True
99,menu[0].sub,[{'nm':'paketslices''cnt':'1''price':'0'}{'nm':'flcake-frenchvanillaslc''cnt':'1''price':'0'}{'nm':'paketslices''cnt':'1''price':'0'}{'nm':'flcake-greenteaslc''cnt':'1''price':'0'}{'nm':'paketslices''cnt':'1''price':'0'}{'nm':'flcake-belgiumchocoslc''cnt':'1''price':'0'}],,False
99,sub_total.etc[2],2.0,,False
99,sub_total.tax_price[0],6818.0,,False
